length_bin,num_samples,correct@1,correct@3,correct@5,correct@10,rr,ndcg,f1,total,acc@1,acc@5,acc@10,mrr,loss
1-4,352,220.0,263.0,274.0,286.0,244.37662,72.16415405273438,0.5642604040864492,352.0,62.5,77.84090638160706,81.25,69.42517757415771,2.733586230653931
6-9,1258,782.0,978.0,1019.0,1063.0,887.6534,73.83488416671753,0.5816623538412462,1258.0,62.162160873413086,81.00159168243408,84.49920415878296,70.56068181991577,2.420428009001932
11-14,1605,934.0,1254.0,1331.0,1386.0,1106.83,73.11885356903076,0.532530469098177,1605.0,58.1931471824646,82.92834758758545,86.3551378250122,68.96136999130249,2.3488721562798984
16-19,1579,910.0,1198.0,1283.0,1337.0,1068.722,71.71099185943604,0.5176409913802743,1579.0,57.631415128707886,81.25395774841309,84.67384576797485,67.6834762096405,2.5389953388881463
21-29,2682,1444.0,2076.0,2209.0,2316.0,1783.2545,71.26033902168274,0.48925080021102574,2682.0,53.84041666984558,82.36390948295593,86.3534688949585,66.48972630500793,2.401299864770449
31-49,2479,1436.0,1966.0,2100.0,2208.0,1729.9655,74.38907027244568,0.5257900093653041,2479.0,57.9265832901001,84.71157550811768,89.06817436218262,69.78480815887451,2.0952414427788124
51-99,776,374.0,578.0,628.0,667.0,485.22263,68.0504560470581,0.4202495851518985,776.0,48.19587767124176,80.92783689498901,85.95361113548279,62.528687715530396,2.4279027534888806
